,Unnamed: 0,行政区,总价,地点,车位,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源,area,平方米
206,206,长宁,360,东诸安浜路180弄1-23号,暂无数据,126万,12419元,内环内,东浜小区(长宁镇宁路)地图,sh4789131举报假一赔百细则,1室1厅1卫,暂无数据,44.22平,暂无数据,中区/6层,简装,南,2000-08-22,满五,其它,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,21栋,496户,上海新长宁集团新华物业有限公司、长宁物业,上海新长宁(集团)有限公司、长宁集团,3套在售二手房2套在租房源,,,44.22,
207,207,浦东,375,华夏东路1260弄,无,131.2万,12936元,外环外,晨光公寓(浦东川沙)地图,sh4789120举报假一赔百细则,3室1厅1卫,暂无数据,89.33平,暂无数据,中区/6层,精装,南,2010-11-10,满五,置换,住宅 - 公寓,40681元/平,1995~1997年,住宅 - 公寓,25栋,354户,上海怡居物业管理有限公司,上海上科实业有限公司,11套在售二手房1套在租房源,89.33,
208,208,杨浦,225,三门路358弄,无,78.8万,7762元,中外环,三门路358弄(杨浦五角场)地图,sh4788966举报假一赔百细则,1室1厅1卫,有(一梯四户),42.87平,暂无数据,中区/7层,简装,南,2002-12-11,满五,折现,住宅 - 公寓,55523元/平,1994~1999年,住宅 - 公寓,81栋,1851户,上海阳光投资(集团)物业管理有限公司、上海市阳广物业管理有限公司、上海阳光物业管理有限公司,上海江湾房地产开发经营有限公司、江湾房产公司,24套在售二手房12套在租房源,42.87,
209,209,黄浦,450,打浦路316弄,无,157.5万,15524元,内环内,斜土新村(黄浦打浦桥)地图,sh4788889举报假一赔百细则,2室1厅1卫,有(一梯四户),55.9平,暂无数据,低区/7层,简装,南,暂无数据,满五,置换,住宅 - 公寓,84955元/平,1987~1989年,住宅 - 公寓、住宅 - 新里,35栋,867户,上海爱仁物业有限公司,无开发商,14套在售二手房6套在租房源,55.9,
210,210,浦东,475,"张杨路1050弄, 张杨路1318号, 张杨路1308号, 张杨路1338号, 张杨路1348号, 福山路309号, 张杨路1328号",无,166.2万,16386元,内环内,竹园高层(浦东源深)地图,sh4788626举报假一赔百细则,2室1厅1卫,有(二梯八户),65.72平,暂无数据,低区/26层,简装,西南,暂无数据,满五,其它,住宅 - 公寓,70789元/平,1989~1996年,住宅 - 公寓,12栋,2138户,上海申厦物业有限公司、宏基物业、潍坊物业,上海申城房地产开发实业总公司、上海第八房地产开发公司、市建,39套在售二手房24套在租房源,65.72,
211,211,浦东,500,"潍坊路89弄1-32号,浦东南路1341弄1-9号",无,175万,17249元,内环内,朱家滩小区(浦东潍坊)地图,sh4788264举报假一赔百细则,1室0厅1卫,暂无数据,35.6平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,105073元/平,1984~1989年,住宅 - 公寓、住宅 - 写字楼,34栋,696户,上海浦东新区潍坊物业公司、潍坊物业,乾坤置业有限公司,9套在售二手房9套在租房源,35.6,
212,212,徐汇,570,"漕溪北路850号,漕溪北路800号,漕溪北路1000号,漕溪北路900号,裕德路45弄,漕溪北路750号,漕溪北路950号",无,199.5万,19663元,内环内,漕溪大楼(徐汇徐家汇)地图,sh4788232举报假一赔百细则,3室1厅1卫,有(二梯九户),80.66平,暂无数据,中区/14层,精装,南,暂无数据,满五,折现,住宅 - 公寓,80794元/平,1975~1995年,住宅 - 公寓,9栋,1128户,上海永平置业有限公司、高健物业,上海徐房集团有限公司,10套在售二手房16套在租房源,80.66,
213,213,浦东,390,芳草路352弄,无,136.5万,13454元,内中环,芳草路352弄(浦东北蔡)地图,sh4787588举报假一赔百细则,2室1厅1卫,暂无数据,67.58平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,58245元/平,1994~1996年,住宅 - 公寓,35栋,444户,上海航帆物业管理有限公司,上海裕华,9套在售二手房2套在租房源,67.58,
214,214,普陀,180,旬阳新村,无,63万,6210元,内中环,旬阳新村(普陀光新)地图,sh4786820举报假一赔百细则,1室0厅1卫,暂无数据,31.44平,暂无数据,中区/6层,简装,东北,暂无数据,满五,折现,住宅 - 公寓,58165元/平,1981~1988年,住宅 - 公寓,28栋,628户,上海中山物业有限公司,暂无信息,2套在售二手房1套在租房源,31.44,
215,215,浦东,280,"浦建路83弄,南泉路1320弄",无,98万,9659元,内环内,浦建小区(浦东塘桥)地图,sh4786736举报假一赔百细则,1室1厅1卫,暂无数据,39.76平,暂无数据,中区/6层,精装,南,2008-09-19,满五,折现,住宅 - 公寓,69435元/平,1979~1992年,住宅 - 公寓,35栋,1002户,潍坊物业、上海潍坊物业公司、潍坊物业,上海工房实业有限公司,7套在售二手房8套在租房源,39.76,
216,216,杨浦,185,"许昌路1487弄1-4号,辽源三村",无,64.8万,6382元,内环内,辽源三村(杨浦鞍山)地图,sh4785091举报假一赔百细则,1室0厅1卫,暂无数据,28.04平,暂无数据,低区/6层,精装,西北,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,32栋,1009户,精诚物业、无,精诚房产,16套在售二手房6套在租房源,,,28.04,
217,217,浦东,252,"东陆路1182弄,五莲路1042弄",无,88.2万,8693元,中外环,东一小区(浦东金桥)地图,sh4785048举报假一赔百细则,1室1厅1卫,暂无数据,43.31平,暂无数据,低区/6层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,51086元/平,1994~1999年,住宅 - 公寓,84栋,1650户,上海欣晨物业管理有限公司,上海金桥出口加工区开发股份有限公司,34套在售二手房3套在租房源,43.31,
218,218,普陀,640,真华路295弄,无,224万,22078元,内中环,万里名轩(普陀万里)地图,sh4785020举报假一赔百细则,2室2厅1卫,有(一梯二户),100.17平,暂无数据,高区/10层,简装,南北,2005-09-09,满五,置换,住宅 - 公寓,60429元/平,1999年,住宅 - 公寓、住宅 - 新里,47栋,676户,上海中环陆家嘴物业管理有限公司、中环物业,上海中环投资开发(集团)有限公司,11套在售二手房2套在租房源,100.17,
219,219,嘉定,298,"丰庄西路551弄,丰庄北路151弄,丰庄西路433弄",无,104.3万,10280元,中外环,丰庄十四街坊(嘉定丰庄)地图,sh4784854举报假一赔百细则,2室1厅1卫,暂无数据,65.34平,暂无数据,高区/6层,精装,南北,2012-02-25,满五,置换,住宅 - 公寓,48043元/平,1995~2001年,住宅 - 公寓,264栋,3265户,上海永绿置业有限公司,绿城集团,21套在售二手房4套在租房源,65.34,
220,220,浦东,620,洪山路1889弄,暂无数据,217万,21388元,内中环,翰锦苑(浦东三林)地图,sh4784269举报假一赔百细则,2室2厅1卫,有(一梯二户),98.0平,暂无数据,低区/13层,精装,南北,1970-01-01,满五,暂无数据,住宅 - 公寓,2003年,住宅 - 公寓,43栋,1010户,上海诚悦物业管理有限公司,上海恒大房地产开发经营有限公司、恒大集团,7套在售二手房7套在租房源,,98.0,
221,221,闸北,210,中兴路1394弄,无,73.5万,7244元,内环内,三兴小区(闸北不夜城)地图,sh4784246举报假一赔百细则,1室1厅1卫,暂无数据,32.0平,暂无数据,低区/7层,简装,北,2004-11-30,满五,其它,住宅 - 公寓,67627元/平,1993年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里,3栋,130户,无,暂无信息,2套在售二手房2套在租房源,32.0,
222,222,宝山,420,"红林路58弄,红林路158弄",有,147万,14489元,外环外,荣域飘鹰锦和花园（公寓）(宝山杨行)地图,sh4784023举报假一赔百细则,2室2厅1卫,有(二梯三户),89.41平,暂无数据,中区/18层,精装,南,2012-03-19,满五,置换,住宅 - 公寓,44831元/平,2011年,住宅 - 公寓,35栋,1191户,上海飘鹰物业管理有限公司,"上海飘鹰展翅置业有限公司,",23套在售二手房4套在租房源,89.41,
223,223,浦东,365,峨山路605弄,暂无数据,127.7万,12591元,内环内,峨山路605弄(浦东塘桥)地图,sh4784022举报假一赔百细则,2室1厅1卫,暂无数据,53.07平,暂无数据,低区/6层,简装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,66334元/平,1991~1992年,住宅 - 公寓,16栋,336户,潍坊物业、潍坊物业,上海睿涛房地产开发有限公司,2套在售二手房4套在租房源,53.07,
224,224,宝山,300,菊盛路50弄,无,105万,10349元,外环外,菊泉新城（菊盛路50弄）(宝山顾村)地图,sh4783451举报假一赔百细则,2室2厅1卫,有(一梯四户),82.22平,暂无数据,低区/14层,精装,南,2005-09-17,满五,置换,住宅 - 公寓,43033元/平,2005~2006年,住宅 - 公寓,96栋,1604户,宏苑物业,上海古北顾村置业有限公司,27套在售二手房4套在租房源,82.22,
225,225,杨浦,745,中山北二路99弄,无,260.8万,25700元,内环内,大运盛城(杨浦控江路)地图,sh4782998举报假一赔百细则,2室2厅2卫,有(一梯二户),98.04平,暂无数据,中区/16层,简装,南,2003-04-02,满五,折现,住宅 - 公寓,住宅 - 公寓,54栋,1572户,上海联源物业发展有限公司、上海联源物业发展有限公司、联源物业,运盛（上海）房地产建设有限公司,27套在售二手房3套在租房源,,,98.04,
226,226,闸北,350,曲沃路373弄,无,122.5万,12074元,中外环,三泉安居苑(闸北彭浦)地图,sh4782120举报假一赔百细则,2室1厅1卫,暂无数据,61.43平,暂无数据,中区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,55894元/平,1996~1999年,住宅 - 公寓,26栋,705户,安房物业公司,上海昌里花园物业发展有限公司,8套在售二手房0套在租房源,61.43,
227,227,宝山,590,场北路39弄,有,206.5万,20353元,中外环,和欣国际花园(宝山共康)地图,sh4781713举报假一赔百细则,2室2厅1卫,有(二梯四户),89.71平,暂无数据,高区/18层,精装,南北,2009-10-09,满五,折现,住宅 - 公寓,63990元/平,2007~2010年,住宅 - 公寓,37栋,2210户,上海上实物业管理有限公司、上实物业,上海和欣房地产开发有限公司,26套在售二手房5套在租房源,89.71,
228,228,杨浦,208,"凤城三村,长岭路75弄,延吉西路80弄,黄兴路1413弄",无,72.8万,7175元,内环内,凤城三村(杨浦控江路)地图,sh4781702举报假一赔百细则,1室1厅1卫,暂无数据,33.28平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,240栋,5872户,上海四平物业管理有限公司、卫百辛物业,上海卫百辛房地产经纪有限公司、卫百辛集团,62套在售二手房13套在租房源,,,33.28,
229,229,宝山,250,"沪太路1500弄,沪太路1508弄,华灵路81弄,华灵路201弄,华灵路410弄,华灵路411弄,华灵路460弄,华灵路510弄,华灵路541弄,华灵路560弄,华灵路561弄,华灵路591弄,华灵路630弄,华灵路680弄,华灵路880弄,华灵路881弄",无,87.5万,8624元,内中环,大华一村(宝山大华)地图,sh4781691举报假一赔百细则,1室1厅1卫,暂无数据,43.9平,暂无数据,中区/6层,精装,南北,2008-08-07,满五,置换,住宅 - 公寓,55008元/平,1990~2001年,住宅 - 公寓,444栋,6339户,上海大华物业管理公司、自主物业,大华集团上海华宜置业有限公司,53套在售二手房18套在租房源,43.9,
